pickup_datetime,passenger_count,pk_id,dp_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_region,dropoff_region,trip_dist_km
2011-11-04 06:00:00,1,218,9341,4.5204151,51.872807200000004,4.4711845,51.9229852,1,0,7.603518
2011-11-04 06:00:01,1,2566,2582,4.5072611,51.908237,4.4721602,51.9087927,1,0,3.6773030000000007
2011-11-04 06:00:01,1,5954,3633,4.5568425999999995,51.9590138,4.487526,51.9239429,0,0,8.165625999999998
2011-11-04 06:00:04,1,1690,8590,4.571000000000001,51.8921,4.4761439,51.9060152,1,0,9.375368000000003
2011-11-04 06:00:04,1,8189,2822,4.4934804,51.908212299999995,4.4666863,51.9136982,1,0,2.517069
2011-11-04 06:00:05,1,3541,7239,4.486937,51.9228825,4.4633617,51.9192175,0,0,2.249266
2011-11-04 06:00:08,1,1686,3308,4.5454162,51.8920458,4.464589299999999,51.9205052,1,0,7.705631999999999
2011-11-04 06:00:08,1,1329,3030,4.504199900000001,51.8890683,4.462973799999999,51.916594399999994,1,0,5.967493
2011-11-04 06:00:08,1,107,7062,4.4984226,51.8709711,4.4662769,51.907660299999996,1,0,5.843694999999999
2011-11-04 06:00:10,1,8723,3350,4.438518599999999,51.930434600000005,4.4773041,51.9208923,0,0,3.758577000000001
2011-11-04 06:00:11,1,7714,3284,4.496246,51.9261206,4.4679177,51.920276799999996,0,0,2.524479
2011-11-04 06:00:11,1,2350,2837,4.4833706,51.9012911,4.4805444,51.9138592,1,0,3.202421999999999
2011-11-04 06:00:12,1,4934,7938,4.497825499999999,51.940504700000005,4.496033799999999,51.923579700000005,0,0,2.1085819999999997
2011-11-04 06:00:13,1,9368,8600,4.4742844,51.8742222,4.478107,51.9108683,1,0,5.694608999999999
2011-11-04 06:00:14,1,2068,3181,4.5116639,51.8961741,4.473467299999999,51.9189536,1,0,4.643415
2011-11-04 06:00:14,1,4341,7135,4.4885364,51.9320506,4.460033999999999,51.9104515,0,0,3.926390000000001
2011-11-04 06:00:14,1,270,9913,4.4841296999999996,51.8737554,4.4877211,51.9178951,1,0,6.585921999999999
2011-11-04 06:00:15,1,9554,3720,4.5600629999999995,51.8894121,4.485428099999999,51.9248223,1,0,8.407478
2011-11-04 06:00:17,1,7911,10307,4.541597900000001,51.8850407,4.4877981,51.9148904,1,0,6.7027849999999995
2011-11-04 06:00:18,1,1891,3268,4.495657,51.8939124,4.490081099999999,51.9200905,1,0,4.436115000000001
2011-11-04 06:00:20,1,7514,3310,4.5206895,51.95443,4.4662,51.9205,0,0,6.718742999999996
2011-11-04 06:00:21,1,1209,3285,4.4708382,51.8875495,4.4968703,51.920255299999994,1,0,5.515282
2011-11-04 06:00:22,1,370,2959,4.5154483,51.8748369,4.480674700000001,51.915614,1,0,6.153178000000001
2011-11-04 06:00:23,1,9833,7694,4.4957775,51.889388000000004,4.4737012,51.9163924,1,0,4.267812999999999
2011-11-04 06:00:24,1,5698,3706,4.5575196,51.955486900000004,4.4772886,51.9247292,0,0,8.771095999999998
2011-11-04 06:00:25,1,5506,9716,4.5556727,51.9496153,4.4664332,51.912679600000004,0,0,8.501787000000002
2011-11-04 06:00:25,1,2908,3475,4.4195659,51.91478789999999,4.4679614999999995,51.922149100000006,0,0,4.0141040000000014
2011-11-04 06:00:26,1,10210,7343,4.4543143,51.913668200000004,4.4842683,51.912634999999995,0,0,2.5327119999999996
2011-11-04 06:00:26,1,10047,9439,4.4610806,51.871696500000006,4.4786592,51.9092265,1,0,5.794495999999997
2011-11-04 06:00:27,1,6980,3310,4.4885171999999995,51.9603234,4.4662,51.9205,0,0,5.789290999999998
