pickup_datetime,passenger_count,pk_id,dp_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_region,dropoff_region,trip_dist_km
2011-11-04 06:00:04,1,9483,3496,4.4458206,51.9180191,4.4795523,51.922293700000004,0,0,2.8910370000000007
2011-11-04 06:00:17,1,7513,9713,4.5124273,51.955307899999994,4.465628,51.912412200000006,0,0,7.540793999999998
2011-11-04 06:00:24,1,2516,3633,4.4554865,51.906916100000004,4.487526,51.9239429,0,0,3.6824789999999994
2011-11-04 06:00:27,1,9513,8255,4.531812,51.9663467,4.482002,51.9122329,0,0,8.881905000000001
2011-11-04 06:00:29,1,3320,3203,4.4896317,51.9206325,4.4644994,51.9191841,0,0,2.756335
2011-11-04 06:00:37,1,6291,7046,4.472019,51.9630386,4.4700117,51.9146594,0,0,6.812194999999997
2011-11-04 06:00:44,1,5252,9607,4.565656,51.9455033,4.484519000000001,51.9185855,0,0,8.303409000000002
2011-11-04 06:00:53,1,2547,3211,4.4565866,51.9076157,4.4852612999999995,51.9193281,0,0,3.144882000000001
2011-11-04 06:00:57,1,5673,3336,4.5440293,51.9550104,4.4984036,51.9207934,0,0,7.099056000000001
2011-11-04 06:01:00,1,9019,3529,4.494427099999999,51.957435600000004,4.4872294,51.922640200000004,0,0,4.706276999999999
2011-11-04 06:01:01,1,2942,3555,4.4446144,51.9151171,4.495472,51.9228767,0,0,4.303510000000001
2011-11-04 06:01:04,1,9047,10307,4.4630447,51.9266365,4.4877981,51.9148904,0,0,3.4622419999999994
2011-11-04 06:01:06,1,2942,7874,4.4446144,51.9151171,4.4847206,51.9184408,0,0,3.3781220000000007
2011-11-04 06:01:07,1,8795,8334,4.582193599999999,51.984437400000004,4.477435900000001,51.9116128,0,0,14.448654000000005
2011-11-04 06:01:07,1,10218,3519,4.4654762,51.91482620000001,4.4874,51.9225,0,0,2.409465999999999
2011-11-04 06:01:09,1,8275,7350,4.4641718,51.934932200000006,4.4938164,51.9186784,0,0,3.7134019999999994
2011-11-04 06:01:11,1,4527,3666,4.4257583,51.934414000000004,4.488657900000001,51.924301,0,0,5.198487
2011-11-04 06:01:14,1,3220,3413,4.4574011,51.9194655,4.4986172,51.921469,0,0,3.2843149999999994
2011-11-04 06:01:18,1,2912,9994,4.4423281999999995,51.9148372,4.4909183,51.92047279999999,0,0,3.9077780000000013
2011-11-04 06:01:21,1,10239,3171,4.4598555,51.913141700000004,4.4921488,51.91874910000001,0,0,2.513442
2011-11-04 06:01:24,1,5777,3602,4.5561068,51.9564359,4.4958165999999995,51.9235162,0,0,8.661157000000003
2011-11-04 06:01:25,1,10361,2877,4.555630000000001,51.952389200000006,4.471882599999999,51.9143419,0,0,8.569996000000002
2011-11-04 06:01:25,1,6863,3497,4.5935741,51.9905842,4.4837358,51.9223955,0,0,13.822875000000007
2011-11-04 06:01:25,1,8431,10244,4.4846987,51.9400606,4.4672673,51.91575039999999,0,0,3.9528120000000015
2011-11-04 06:01:31,1,3279,3031,4.5016462,51.9201639,4.4753691,51.916505900000004,0,0,2.35504
2011-11-04 06:01:31,1,8202,3477,4.4272293,51.9470335,4.4942822,51.922090000000004,0,0,7.297013999999996
2011-11-04 06:01:34,1,3544,8333,4.5010386,51.9227966,4.4780583,51.9102765,0,0,2.5991350000000004
2011-11-04 06:01:34,1,5262,9606,4.428643900000001,51.945680100000004,4.484529599999999,51.9185523,0,0,6.706193999999998
2011-11-04 06:01:39,1,7971,3496,4.462778,51.907892,4.4795523,51.922293700000004,0,0,3.057735
2011-11-04 06:01:42,1,6881,3215,4.5939905,51.9895929,4.4888669000000005,51.9193386,0,0,13.867538000000001
2011-11-04 06:01:44,1,3254,8955,4.4200668,51.920026899999996,4.4672116,51.9036505,0,0,4.306652
2011-11-04 06:01:52,1,3096,3082,4.4402341,51.9174609,4.4645559,51.917296,0,0,2.4538550000000003
2011-11-04 06:01:52,1,6093,3258,4.5524819,51.960558299999995,4.4835613,51.9200581,0,0,8.424590999999998
2011-11-04 06:01:52,1,3163,7347,4.4558390999999995,51.9185826,4.4872304000000005,51.9158644,0,0,3.2769959999999996
2011-11-04 06:01:55,1,3564,8596,4.4934847,51.92305820000001,4.471813200000001,51.9094794,0,0,3.1230690000000014
2011-11-04 06:01:56,1,9075,3708,4.5307636,51.9568261,4.4798461,51.9247374,0,0,6.614010999999998
2011-11-04 06:02:04,1,7535,10246,4.525838200000001,51.949193799999996,4.4664166,51.9154847,0,0,6.869361000000001
2011-11-04 06:02:09,1,7357,2931,4.4447528,51.9094407,4.4750875,51.915094399999994,0,0,2.845076
2011-11-04 06:02:11,1,7121,3709,4.4334777999999995,51.91303320000001,4.481743700000001,51.9247144,0,0,3.7870679999999997
2011-11-04 06:02:11,1,5704,3030,4.5475285,51.9555857,4.462973799999999,51.916594399999994,0,0,9.693328999999997
2011-11-04 06:02:16,1,6107,9910,4.506583900000001,51.960770200000006,4.4895004,51.9165828,0,0,6.916316999999999
2011-11-04 06:02:19,1,7951,3104,4.4462444,51.9166974,4.4770426,51.917599100000004,0,0,2.5696749999999997
2011-11-04 06:02:19,1,2999,3737,4.486971400000001,51.916029200000004,4.4771956,51.925124700000005,0,0,2.759583
2011-11-04 06:02:20,1,9651,3357,4.432249400000001,51.931809200000004,4.490406299999999,51.921001200000006,0,0,4.972159000000001
2011-11-04 06:02:24,1,4528,10245,4.4479407,51.934383600000004,4.4665981,51.9155853,0,0,3.651937
2011-11-04 06:02:24,1,4521,9995,4.4707077,51.93439910000001,4.486649099999999,51.9223412,0,0,2.3580270000000003
2011-11-04 06:02:26,1,5316,3401,4.5454302,51.9462883,4.4967473,51.9213402,0,0,6.323221
2011-11-04 06:02:27,1,4069,3011,4.4712254,51.9292513,4.473902099999999,51.9162238,0,0,2.067859
2011-11-04 06:02:38,1,7342,2795,4.4631298,51.94918,4.4655192,51.9133191,0,0,4.879473
2011-11-04 06:02:39,1,6968,2506,4.4906502999999995,51.9675097,4.4761167,51.9067119,0,0,8.339364999999997
2011-11-04 06:02:40,1,3006,8252,4.4428338,51.916218,4.477460400000001,51.9113971,0,0,3.0083430000000004
2011-11-04 06:02:41,1,9484,8254,4.4429848,51.916180100000005,4.4772732,51.911564299999995,0,0,2.9702180000000005
2011-11-04 06:02:43,1,3950,10029,4.4689347999999995,51.9279645,4.463789,51.9149405,0,0,2.128906000000001
2011-11-04 06:02:43,1,4750,3144,4.4221571,51.937618900000004,4.492760400000001,51.918202,0,0,6.505877999999998
2011-11-04 06:02:49,1,7516,3042,4.525488,51.950729100000004,4.486114499999999,51.9166425,0,0,6.311802000000002
2011-11-04 06:02:54,1,4307,9424,4.4803128,51.9317354,4.4751809,51.916732200000006,0,0,2.5005
2011-11-04 06:02:54,1,2686,10280,4.456965900000001,51.911210700000005,4.48203,51.916209499999994,0,0,2.883164
2011-11-04 06:02:56,1,8135,9477,4.5987133,51.9880939,4.4701682,51.922787799999995,0,0,13.988826000000007
2011-11-04 06:02:58,1,5945,3138,4.541592700000001,51.9589301,4.486726999999999,51.918147600000005,0,0,8.118207
2011-11-04 06:03:02,1,8070,9489,4.5823779,51.9833948,4.4653065000000005,51.912189500000004,0,0,15.030788
2011-11-04 06:03:02,1,4858,7045,4.4234841,51.9391208,4.469288400000001,51.9141504,0,0,5.310050999999999
2011-11-04 06:03:03,1,3174,9608,4.418075099999999,51.9189219,4.484233000000001,51.9125113,0,0,5.3522609999999995
2011-11-04 06:03:06,1,9335,9662,4.4336901,51.9143344,4.4918168,51.917888700000006,0,0,4.707266999999999
2011-11-04 06:03:07,1,7160,3569,4.4479684,51.903618,4.4786391,51.923094799999994,0,0,4.162377999999999
2011-11-04 06:03:08,1,3981,3161,4.469771499999999,51.9282941,4.4939634,51.918598200000005,0,0,3.236922999999999
2011-11-04 06:03:08,1,3876,2459,4.4916158,51.927131,4.4761983,51.9055414,0,0,3.5993700000000013
2011-11-04 06:03:09,1,4333,2558,4.4948074,51.9319249,4.4792935,51.9081188,0,0,3.734016
2011-11-04 06:03:09,1,4654,3278,4.5561802,51.935973,4.4857141,51.9202439,0,0,7.799376999999999
2011-11-04 06:03:12,1,3284,3277,4.4679177,51.920276799999996,4.483846700000001,51.9201863,0,0,2.05332
2011-11-04 06:03:12,1,4449,2475,4.499921700000001,51.933409399999995,4.477462200000001,51.9060797,0,0,4.213389000000001
2011-11-04 06:03:16,1,4580,8327,4.4629519,51.9350176,4.4778047,51.9077599,0,0,4.143066000000001
2011-11-04 06:03:16,1,3677,3083,4.489775,51.9243945,4.4642893,51.917317600000004,0,0,2.5980620000000005
2011-11-04 06:03:21,1,3469,3654,4.508253,51.9220272,4.4772165,51.924141799999994,0,0,2.423362
2011-11-04 06:03:25,1,3970,9435,4.469659,51.928245700000005,4.4727169,51.9169269,0,0,2.4715670000000003
2011-11-04 06:03:32,1,4583,9219,4.4857452,51.9349908,4.4754477999999995,51.9179157,0,0,2.9537509999999996
2011-11-04 06:03:35,1,8448,3695,4.496649,51.928974100000005,4.4744052000000005,51.924703799999996,0,0,2.100793
2011-11-04 06:03:37,1,3020,8331,4.4408637,51.916253399999995,4.478000499999999,51.9101085,0,0,3.6260450000000004
2011-11-04 06:03:43,1,2876,2811,4.4533871,51.9143732,4.47931,51.9134513,0,0,2.377204
2011-11-04 06:03:45,1,5660,9609,4.547887599999999,51.954761100000006,4.4844168,51.912571899999996,0,0,8.870021000000003
2011-11-04 06:03:46,1,3726,2667,4.508803400000001,51.9249028,4.4805669,51.91099620000001,0,0,3.3200729999999994
2011-11-04 06:03:48,1,6560,3150,4.5347066,51.96619570000001,4.4647657,51.9184559,0,0,9.213965999999997
2011-11-04 06:03:52,1,9879,2618,4.530406200000001,51.924617299999994,4.459321900000001,51.910014700000005,0,0,5.9479080000000035
2011-11-04 06:04:07,1,8122,3600,4.5630892,51.9318216,4.491632900000001,51.923474299999995,0,0,6.3529269999999975
2011-11-04 06:04:07,1,8287,9590,4.5893625,51.9749274,4.4719202000000005,51.9211198,0,0,12.311836000000005
2011-11-04 06:04:08,1,10102,10247,4.492004,51.953638,4.4716059,51.916748299999995,0,0,5.249041000000001
2011-11-04 06:04:08,1,5659,7047,4.5379393,51.9548363,4.4720331,51.9157473,0,0,8.636723000000002
2011-11-04 06:04:12,1,9049,3079,4.4969223,51.9295165,4.4774430999999995,51.9172291,0,0,2.4128730000000003
2011-11-04 06:04:15,1,10220,9607,4.4591750999999995,51.9170508,4.484519000000001,51.9185855,0,0,2.1146799999999994
2011-11-04 06:04:16,1,8578,3563,4.5834224,51.9795319,4.488633900000001,51.9229948,0,0,12.134676
2011-11-04 06:04:16,1,5705,3030,4.5510474,51.955620200000006,4.462973799999999,51.916594399999994,0,0,10.510053
2011-11-04 06:04:16,1,9862,8324,4.5375894,51.9216872,4.4760182,51.906837700000004,0,0,5.811670999999999
2011-11-04 06:04:16,1,4418,3401,4.4636907,51.93290379999999,4.4967473,51.9213402,0,0,3.3709909999999996
2011-11-04 06:04:16,1,7167,2558,4.4604743,51.9026685,4.4792935,51.9081188,0,0,2.109661
2011-11-04 06:04:17,1,6948,3594,4.5525492,51.9599405,4.4838042,51.9234367,0,0,7.844442999999997
2011-11-04 06:04:21,1,9,9562,4.4634767,51.9195326,4.4723446,51.9103374,0,0,2.2412579999999998
2011-11-04 06:04:23,1,9044,9221,4.4632889,51.926561799999995,4.483849,51.92175579999999,0,0,2.2841569999999995
2011-11-04 06:04:24,1,4569,2932,4.486585400000001,51.9348435,4.479115599999999,51.915018100000005,0,0,2.829999
2011-11-04 06:04:24,1,7373,9436,4.4250154,51.9357625,4.4730723,51.9170425,0,0,4.807729999999999
2011-11-04 06:04:26,1,3889,3187,4.507813099999999,51.927235499999995,4.4888307,51.9189972,0,0,2.547577
2011-11-04 06:04:27,1,5852,9344,4.5317765,51.9575951,4.4860819,51.9194874,0,0,6.745667
2011-11-04 06:04:29,1,6468,9343,4.577374400000001,51.964923999999996,4.4864942,51.9187816,0,0,10.136503999999999
